1.559000, 0.114100
 1.565000, 0.076360
 1.565000, -0.076360
1.565000, -0.076360
 1.559000, -0.114100
 1.559000, 0.114100
1.565000, 0.076360
 1.570000, 0.000000
 1.565000, -0.076360
1.570000, 0.000000
 1.569000, -0.038261
 1.565000, -0.076360
1.565000, 0.076360
 1.569000, 0.038261
 1.570000, 0.000000
0.185100, 0.000000
 1.484000, 0.490000
 1.559000, 0.114100
0.185100, 0.000000
 1.559000, 0.114100
 1.559000, -0.114100
1.559000, -0.114100
 1.485100, -0.545000
 1.484000, -0.490000
1.484000, 0.490000
 1.485100, 0.545000
 1.559000, 0.114100
0.185100, -1.008100
 0.185100, 0.000000
 1.484000, -0.490000
1.484000, -0.490000
 0.185100, 0.000000
 1.559000, -0.114100
1.484000, 0.490000
 0.185100, 1.008100
 1.485100, 0.545000
1.485100, -0.545000
 0.185100, -1.008100
 1.484000, -0.490000
0.185100, 1.008100
 1.335800, 0.997600
 1.485100, 0.545000
1.335800, -0.997600
 0.185100, -1.008100
 1.485100, -0.545000
0.279400, 1.171400
 1.319200, 1.039700
 1.335800, 0.997600
0.279400, -1.171400
 0.185100, -1.008100
 1.335800, -0.997600
0.185100, 0.000000
 0.185100, 1.008100
 1.484000, 0.490000
1.319200, -1.039700
 0.279400, -1.171400
 1.335800, -0.997600
0.185100, 1.008100
 0.279400, 1.171400
 1.335800, 0.997600
1.319200, -1.039700
 1.043300, -1.430000
 0.279400, -1.171400
0.279400, 1.171400
 1.043300, 1.430000
 1.319200, 1.039700
1.319200, -1.039700
 1.043300, -1.460290
 1.043300, -1.430000
1.043300, -1.430000
 0.853000, -1.519900
 0.279400, -1.171400
0.617000, 1.628000
 1.043300, 1.460290
 1.043300, 1.430000
1.043300, 1.430000
 1.043300, 1.460290
 1.319200, 1.039700
1.043300, -1.460290
 0.931000, -1.504000
 1.043300, -1.430000
0.931000, -1.504000
 0.853000, -1.519900
 1.043300, -1.430000
0.617000, -1.628000
 0.664000, -1.591600
 0.853000, -1.519900
0.853000, -1.519900
 0.664000, -1.591600
 0.279400, -1.171400
0.664000, -1.591600
 0.571200, -1.603400
 0.279400, -1.171400
0.279400, 1.171400
 0.571200, 1.603400
 1.043300, 1.430000
0.931000, -1.504000
 0.617000, -1.628000
 0.853000, -1.519900
0.664000, -1.591600
 0.617000, -1.628000
 0.571200, -1.603400
1.043300, -1.460290
 0.617000, -1.628000
 0.931000, -1.504000
0.571200, 1.603400
 0.617000, 1.628000
 1.043300, 1.430000
0.297900, -1.603400
 0.279400, -1.578000
 0.571200, -1.603400
0.571200, -1.603400
 0.279400, -1.578000
 0.279400, -1.171400
0.279400, -1.171400
 0.279400, -1.578000
 0.185100, -1.008100
0.279400, 1.171400
 0.279400, 1.578000
 0.571200, 1.603400
0.571200, 1.603400
 0.297900, 1.603400
 0.617000, 1.628000
0.185100, 1.008100
 0.279400, 1.578000
 0.279400, 1.171400
0.617000, -1.628000
 0.297900, -1.603400
 0.571200, -1.603400
0.279400, 1.578000
 0.297900, 1.603400
 0.571200, 1.603400
